urun_id,urun_fiyat,urun_puan,ekran_ekran_boyutu,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,özelli̇kler_suya_dayanıklılık,ekran_ekran_teknolojisi_Dynamic AMOLED,ekran_ekran_teknolojisi_IPS LCD,ekran_ekran_teknolojisi_OLED,ekran_ekran_teknolojisi_PLS,ekran_ekran_teknolojisi_Super AMOLED,ekran_ekran_teknolojisi_TFT LCD,ekran_ekran_çözünürlüğü_standardı_FHD+,ekran_ekran_çözünürlüğü_standardı_HD,ekran_ekran_çözünürlüğü_standardı_HD+,ekran_ekran_çözünürlüğü_standardı_QHD+,ekran_ekran_çözünürlüğü_standardı_SD,kamera_video_kayıt_çözünürlüğü_1440p (Quad HD) 2K,kamera_video_kayıt_çözünürlüğü_2160p (Ultra HD) 4K,kamera_video_kayıt_çözünürlüğü_4320p (Ultra HD) 8K,kamera_video_kayıt_çözünürlüğü_480p,kamera_video_kayıt_çözünürlüğü_720p (HD),kamera_video_kayıt_çözünürlüğü_Unknown,tasarim_gövde_malzemesi_kapak_Cam | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Cam | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Fiberglass,tasarim_gövde_malzemesi_kapak_Fiberglass | Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü),tasarim_gövde_malzemesi_kapak_Kauçuk/Plastik (Deri Görünümlü) | Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Metal,tasarim_gövde_malzemesi_kapak_Plastik,tasarim_gövde_malzemesi_kapak_Plastik (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Plastik (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_PoliKarbonat (Metalik Görünümlü),tasarim_gövde_malzemesi_kapak_Polikarbonat,tasarim_gövde_malzemesi_kapak_Polimer (Cam Görünümlü),tasarim_gövde_malzemesi_kapak_Unknown,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_BlackBerry OS,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi_iOS
236,9.621551606102532,57.0,6.67,120.0,5000.0,1,67.0,0,108.0,0.0,30.0,16.0,8.0,6.0,655.2,8.0,256.0,8.12,205.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
238,10.239959789157341,63.0,6.5,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,7.0,802.9,6.0,128.0,8.4,190.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
239,9.534233826390535,47.0,6.4,90.0,5000.0,1,15.0,0,64.0,0.0,30.0,20.0,8.0,12.0,655.2,6.0,128.0,8.4,184.0,0.0,1,1,1,1,5.0,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
241,10.240854032060088,53.0,6.1,60.0,3110.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,7.0,950.7,4.0,128.0,8.3,194.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
242,7.24422751560335,11.0,4.0,60.0,1500.0,0,33.0,0,5.0,0.0,30.0,0.3,2.0,45.0,655.2,1.0,8.0,9.9,120.0,0.0,0,0,1,1,4.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
245,9.726637002454627,60.0,6.67,120.0,5110.0,1,45.0,0,50.0,1.0,30.0,20.0,8.0,6.0,475.5,12.0,256.0,7.99,190.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
246,11.680776155335726,89.0,6.9,120.0,4685.0,1,30.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1949200.0,8.0,512.0,8.25,227.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
247,9.256937657352966,53.0,6.67,120.0,5000.0,1,67.0,0,108.0,0.0,30.0,16.0,8.0,12.0,388.5,8.0,128.0,8.12,202.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
250,10.690807903113322,71.0,6.7,120.0,4000.0,1,25.0,1,50.0,1.0,60.0,10.0,10.0,4.0,1355800.0,8.0,256.0,6.9,187.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,10.651567658483751,69.0,6.7,120.0,4000.0,1,25.0,1,50.0,1.0,60.0,10.0,10.0,4.0,1355800.0,8.0,128.0,6.9,187.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,10.131422009114313,62.0,6.78,120.0,6600.0,1,66.0,0,108.0,1.0,30.0,16.0,8.0,4.0,581.4,8.0,256.0,7.98,189.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
256,9.210340371976184,51.0,6.72,90.0,5828.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,279.1,8.0,256.0,7.99,196.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
258,9.104979856318357,47.0,6.8,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,32.0,8.0,12.0,655.2,8.0,256.0,8.46,208.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
259,9.61560812727823,60.0,6.67,120.0,5000.0,1,120.0,0,200.0,1.0,30.0,16.0,8.0,6.0,538.4,8.0,256.0,8.98,210.5,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
260,10.26291011830247,61.0,6.7,120.0,5000.0,1,25.0,0,108.0,1.0,30.0,32.0,8.0,6.0,655.2,8.0,128.0,7.6,181.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
261,10.231898815201978,72.0,6.73,120.0,4600.0,1,120.0,1,50.0,1.0,24.0,32.0,8.0,4.0,1119400.0,12.0,256.0,8.16,205.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
263,10.839600519357369,66.0,6.1,60.0,3227.0,1,20.0,1,12.0,1.0,60.0,12.0,6.0,5.0,1550800.0,4.0,256.0,7.65,174.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
265,9.91155045976105,57.0,6.5,90.0,4500.0,1,25.0,0,64.0,1.0,30.0,32.0,8.0,8.0,655.2,8.0,128.0,8.4,189.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
266,9.159047077588632,50.0,6.43,60.0,5000.0,1,33.0,0,64.0,0.0,30.0,13.0,8.0,12.0,423.1,6.0,128.0,8.29,178.8,0.0,1,1,1,1,5.0,0.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
267,10.623929323458007,78.0,6.83,120.0,6500.0,1,90.0,0,50.0,1.0,60.0,20.0,8.0,4.0,2024800.0,12.0,512.0,8.2,215.7,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,10.308857322766448,76.0,6.67,120.0,6000.0,1,90.0,0,50.0,1.0,60.0,20.0,8.0,4.0,1649900.0,12.0,512.0,8.29,195.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
273,10.300792792622156,61.0,6.9,120.0,4720.0,1,70.0,0,50.0,1.0,30.0,32.0,8.0,6.0,764.1,8.0,256.0,7.64,196.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
274,10.236417809461043,58.0,6.95,144.0,5000.0,1,33.0,0,100.0,0.0,30.0,32.0,8.0,4.0,1019600.0,12.0,256.0,8.0,230.0,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
275,11.44571671527678,87.0,6.3,120.0,3582.0,1,25.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1853700.0,8.0,512.0,8.25,199.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
276,9.607775996555512,54.0,6.5,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,13.0,8.0,5.0,480.8,6.0,128.0,8.3,197.0,0.0,1,1,1,1,5.3,1.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
277,11.14692214672325,73.0,6.7,60.0,4383.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,4.0,1417400.0,6.0,256.0,7.8,201.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
278,9.210440366976517,44.0,6.79,90.0,5000.0,1,18.0,0,50.0,0.0,30.0,8.0,8.0,12.0,278.5,4.0,128.0,8.17,198.5,0.0,1,1,1,1,5.3,0.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
279,10.251005700689444,50.0,4.7,60.0,2018.0,1,20.0,1,12.0,1.0,60.0,7.0,6.0,5.0,1354000.0,4.0,64.0,7.3,144.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
281,9.350189267092581,55.0,6.67,120.0,5020.0,1,33.0,0,108.0,0.0,30.0,16.0,8.0,8.0,417.8,8.0,128.0,8.1,193.0,0.0,1,1,1,1,5.1,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
282,9.575116115657222,41.0,6.4,60.0,4000.0,1,15.0,0,25.0,0.0,30.0,25.0,8.0,10.0,274.9,6.0,64.0,7.7,166.0,0.0,1,1,1,1,5.0,0.0,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
283,11.461632170582678,82.0,6.5,120.0,4400.0,1,25.0,1,200.0,1.0,30.0,10.0,8.0,3.0,1995100.0,12.0,512.0,8.9,215.0,0.0,1,1,1,1,5.4,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
284,8.93424161975669,44.0,6.67,120.0,5000.0,1,18.0,0,48.0,0.0,30.0,8.0,8.0,12.0,249.2,4.0,128.0,7.8,192.0,0.0,1,1,1,1,5.2,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
285,9.10179701868253,50.0,6.78,90.0,5000.0,1,18.0,0,64.0,0.0,30.0,13.0,8.0,12.0,283.3,8.0,256.0,7.7,188.0,0.0,1,1,1,1,5.2,1.0,1.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
286,9.100474165365355,43.0,6.67,90.0,5100.0,1,45.0,0,50.0,0.0,30.0,5.0,8.0,11.0,249.6,6.0,128.0,7.68,186.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
287,8.689211855214294,36.0,6.6,90.0,5000.0,0,33.0,0,50.0,0.0,30.0,5.0,8.0,28.0,154.1,4.0,128.0,8.6,199.0,0.0,1,1,1,1,5.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
288,11.431292326565295,84.0,6.7,120.0,4441.0,1,20.0,1,48.0,1.0,60.0,12.0,6.0,3.0,1740400.0,8.0,512.0,8.25,221.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
289,9.426812116200054,58.0,6.67,120.0,5000.0,1,67.0,0,50.0,1.0,30.0,16.0,8.0,6.0,585.1,8.0,128.0,7.9,187.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
293,9.740968623038354,57.0,6.78,144.0,5200.0,1,45.0,1,50.0,1.0,30.0,13.0,8.0,6.0,434.2,8.0,256.0,7.55,199.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
294,9.25846269414116,49.0,6.7,120.0,5160.0,1,45.0,0,50.0,0.0,30.0,8.0,8.0,12.0,280.3,8.0,256.0,7.7,188.0,0.0,1,1,1,1,5.3,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
295,9.350102314351341,48.0,6.7,90.0,5000.0,1,25.0,0,50.0,0.0,30.0,13.0,8.0,6.0,403.4,6.0,128.0,7.9,200.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
296,10.596634733096073,45.0,6.6,60.0,4050.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,6.0,384.7,6.0,128.0,10.2,240.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
298,10.070538521809826,62.0,6.4,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,32.0,8.0,5.0,623.5,8.0,256.0,8.2,202.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
299,8.942120999770882,46.0,6.53,60.0,6000.0,1,18.0,0,48.0,0.0,30.0,8.0,8.0,11.0,253.6,4.0,128.0,9.6,198.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
300,9.683152553543957,62.0,6.5,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,7.0,743.1,6.0,128.0,8.4,190.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
303,10.738702276399117,79.0,6.67,120.0,6000.0,1,90.0,0,50.0,1.0,24.0,20.0,8.0,4.0,2065300.0,12.0,512.0,8.12,206.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
304,11.232695423700074,75.0,6.45,120.0,5110.0,1,66.0,1,50.0,1.0,60.0,8.0,12.0,7.0,1321200.0,12.0,512.0,9.85,239.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
305,10.085434038999999,58.0,6.7,120.0,5000.0,1,100.0,0,50.0,0.0,30.0,60.0,8.0,7.0,595.8,12.0,256.0,6.98,195.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
306,9.568014816247999,53.0,6.78,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,446.1,8.0,256.0,6.8,162.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
307,10.755622623305788,75.0,6.8,120.0,5050.0,1,100.0,1,50.0,1.0,60.0,13.0,8.0,7.0,929.2,12.0,512.0,8.4,220.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,10.222123085309558,65.0,6.6,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,32.0,8.0,4.0,740.8,8.0,256.0,8.2,213.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
309,9.000483164987708,48.0,6.78,120.0,5000.0,1,20.0,0,64.0,0.0,30.0,13.0,8.0,6.0,412.6,8.0,256.0,8.3,198.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
310,10.668397099322965,75.0,6.6,120.0,4700.0,1,45.0,1,50.0,1.0,30.0,12.0,8.0,4.0,1515500.0,8.0,256.0,7.6,195.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,9.683152553543957,62.0,6.5,120.0,4500.0,1,25.0,1,12.0,1.0,60.0,32.0,8.0,7.0,743.1,6.0,128.0,8.4,190.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
315,10.738702276399117,79.0,6.67,120.0,6000.0,1,90.0,0,50.0,1.0,24.0,20.0,8.0,4.0,2065300.0,12.0,512.0,8.12,206.0,0.0,1,1,1,1,5.4,1.0,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
316,11.232695423700074,75.0,6.45,120.0,5110.0,1,66.0,1,50.0,1.0,60.0,8.0,12.0,7.0,1321200.0,12.0,512.0,9.85,239.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
317,10.085434038999999,58.0,6.7,120.0,5000.0,1,100.0,0,50.0,0.0,30.0,60.0,8.0,7.0,595.8,12.0,256.0,6.98,195.0,0.0,1,1,1,1,5.2,1.0,0.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
318,9.568014816247999,53.0,6.78,120.0,5000.0,1,33.0,0,50.0,0.0,30.0,13.0,8.0,6.0,446.1,8.0,256.0,6.8,162.0,0.0,1,1,1,1,5.0,1.0,1.0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
319,10.755622623305788,75.0,6.8,120.0,5050.0,1,100.0,1,50.0,1.0,60.0,13.0,8.0,7.0,929.2,12.0,512.0,8.4,220.0,0.0,1,1,1,1,5.2,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
320,10.222123085309558,65.0,6.6,120.0,5000.0,1,25.0,0,50.0,1.0,30.0,32.0,8.0,4.0,740.8,8.0,256.0,8.2,213.0,0.0,1,1,1,1,5.3,1.0,1.0,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
321,9.000483164987708,48.0,6.78,120.0,5000.0,1,20.0,0,64.0,0.0,30.0,13.0,8.0,6.0,412.6,8.0,256.0,8.3,198.0,0.0,1,1,1,1,5.0,1.0,0.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
322,10.668397099322965,75.0,6.6,120.0,4700.0,1,45.0,1,50.0,1.0,30.0,12.0,8.0,4.0,1515500.0,8.0,256.0,7.6,195.0,0.0,1,1,1,1,5.3,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,10.324827650219184,43.0,6.1,60.0,2942.0,1,15.0,1,12.0,1.0,60.0,7.0,6.0,7.0,736.8,3.0,64.0,8.3,194.0,0.0,1,1,1,1,5.0,1.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
326,11.481950660670798,83.0,6.5,120.0,3149.0,1,20.0,1,48.0,1.0,60.0,18.0,6.0,3.0,2123800.0,12.0,1.0,5.64,165.0,0.0,1,1,1,1,6.0,1.0,1.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
328,8.85366542803745,37.0,6.74,90.0,5000.0,0,33.0,0,32.0,0.0,30.0,5.0,8.0,12.0,252.6,4.0,128.0,7.84,187.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
329,9.006753094086118,42.0,6.74,90.0,5000.0,1,15.0,0,50.0,0.0,30.0,5.0,8.0,12.0,263.6,8.0,256.0,7.84,188.0,0.0,1,1,1,1,5.0,0.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
